Sl No.,Zone Name,Assembly,Ward No,Ward Name,Park Name,,Area in,Remarks,
,,Constituency,,,,,(Sq.ft),,
,,,,Nagar,,,,,
918,East,Hebbal,46,Jayachamarajendra,Narayanappa Block Park,,996,,
,,,,Nagar,,,,,
919,East,Hebbal,46,Jayachamarajendra,RT Nagar 9th & 10th Corss center,,2096,,
,,,,Nagar,park & ward Offices,,,,
920,East,Shivajinagar,93,Vasanthnagar,2nd & 3rd Corss Center Park,,1223,,
921,East,Shivajinagar,93,Vasanthnagar,Jawaharla Neharu Tharalaya Park,,27807,,
922,East,Shivajinagar,93,Vasanthnagar,Kumar Park West Subbaiah Layout,,614,,
923,East,Shivajinagar,110,Sampangiramnagar,Kempe Gowda Park Head,,2055,,
,,,,,,OfficesBBMP,,,
924,East,Hebbal,19,Sanjaynagar,AECS Park 7th Main,,961,,
925,East,Hebbal,19,Sanjaynagar,AECS Park 7th main road,,0,,
926,East,Sarvagnanagar,29,Kacharakanahalli,"HRBR 3rd Block, 3rd Main,",,1600,,
,,,,,,Traininglar Park,,,
927,East,Sarvagnanagar,29,Kacharakanahalli,"Kitturu Rani Channamma Park, 6th C",,2445,,
,,,,,,Main,,,
928,East,C.V.Raman Nagar,58,Hosathippasandra,"HAL 3rd Stage, 4th Cross, Cambridge",,5612,,
,,,,,,School near,,,
929,East,C.V.Raman Nagar,57,C.V. Ramannagar,Bhuvaneshwari nagara Park,,1271,,
,,,,,Byrasandra main Road,,,,
930,East,Hebbal,18,Radhakrishna,"A.G.S Layout, 1st Main road Park",,1112,,
,,,,Temple Ward,,Part-1,,,
931,East,Hebbal,18,Radhakrishna,"R.M.V 2nd Stage, 4th Corss, Near",,1555,,
,,,,Temple Ward,Kanthi Sweets Park,,,,
932,East,Hebbal,18,Radhakrishna,"R MV 2nd Stage, Soundarya Park",,7183,,
,,,,Temple Ward,,,,,
933,East,C.V.Raman Nagar,58,Hosathippasandra,"J.B.Nagara,HT Line Park",1286,,,
934,East,C.V.Raman Nagar,58,Hosathippasandra,"J.B.Nagara, LIC Colony 7th Main,",610,,,
,,,,,Diagonal Park,,,,
935,East,C.V.Raman Nagar,58,Hosathippasandra,"HAL 3rd Stage, 2nd Main, 3rd Cross,",336,,,
,,,,,Traiangler Park,,,,
936,East,C.V.Raman Nagar,58,Hosathippasandra,"New Thippasandra Park, Geethanjali",5580,,,
,,,,,Lyt,,,,
937,East,Pulikeshinagar,48,Muneshwaranagar,"HAL 3rd Stage, 3rd Main, Gandigi",683,,,
,,,,,Park,,,,
938,East,C.V.Raman Nagar,50,Benniganahalli,"Kasturingaara, HT Line Part-3",2280,,,
939,East,C.V.Raman Nagar,50,Benniganahalli,"Kasturingaara, HT Line Part-1",1024,,,
940,East,C.V.Raman Nagar,50,Benniganahalli,"Kasturingaara, HT Line Part-2",1890,,,
941,East,C.V.Raman Nagar,58,Hosathippasandra,"HAL 3rd Stage, 4th Main, 8th Cross",345,,,
,,,,,Park,,,,
942,East,C.V.Raman Nagar,50,Benniganahalli,"Kasturinagara Main Rd Park, 2nd A",6004,,,
,,,,,"Cross, Near BESOM office",,,,
943,East,Shivajinagar,90,Ulsoor,"Ulsoor Bazar Road, Childrens park",237,,,
,,,,,(Elephant),,,,
944,East,Shivajinagar,90,Ulsoor,Ulsoor Lake South part Park,18040,,,
945,East,Shivajinagar,90,Ulsoor,"Swamy Vivekananda Park,",9940,,,
,,,,,Kensington Road,,,,
946,East,Shivajinagar,90,Ulsoor,"Manipal Center Back, Yellappachetty",403,,,
,,,,,Road Park,,,,
947,East,C.V.Raman Nagar,50,Benniganahalli,Kasturinagara Kalyani Park,2986,,,
948,East,C.V.Raman Nagar,50,Benniganahalli,Kasturingara Railway Bridge Part-1 &,2280,,,
,,,,,2,,,,
949,East,Shivajinagar,90,Ulsoor,Ulsoor Lake (Toilet to Kodi),12694,,,
950,East,C.V.Raman Nagar,50,Benniganahalli,"Veerapathi Lyt, Krishnaiahna palya",1094,,,
,,,,,(New Incometax layout),,,,
951,East,C.V.Raman Nagar,50,Benniganahalli,"Sadanandanagara 8th Main, 3rd",1568,,,
,,,,,"Cross, BDA Layout",,,,
952,East,Sarvagnanagar,27,Banasawadi,Banaswadi OMBR Children Park,275,,,
,,,,,(Ward Office),,,,
953,East,Sarvagnanagar,27,Banasawadi,"Bhuvanagiri Park, OMBR Lyt, (BSNL",1668,,,
,,,,,opposite),,,,
954,East,Sarvagnanagar,27,Banasawadi,"Dr. Rajkumar Park, Kammanahalli",8927,,,
955,East,Sarvagnanagar,27,Banasawadi,"Banaswadi Main Road, Near Pertol",1627,,,
,,,,,Bunk,,,,
956,East,Sarvagnanagar,27,Banasawadi,"Bhuvanagiri Park, Ramurthinagara",2435,,,
,,,,,Signal,,,,
957,East,Sarvagnanagar,27,Banasawadi,"HRBR 2nd Block, 6th main,",10036,,,
,,,,,Kalyananagara,,,,
958,East,Sarvagnanagar,27,Banasawadi,Bhuvanagiri Park Banaswadi (OMBR),8821,,,
959,East,Sarvagnanagar,24,HBR Layout,Hoysala park HBR 2nd Block,4395,,,
960,East,C.V.Raman Nagar,50,Benniganahalli,Kasturinagara 2nd Main Park (Ward,5446,,,
,,,,,Office),,,,
961,East,C.V.Raman Nagar,50,Benniganahalli,Sadanandanagara NGEF Lyt Park,1220,,,
962,East,C.V.Raman Nagar,50,Benniganahalli,Sadanandanagara 8th Main Park,4402,,,
963,East,C.V.Raman Nagar,50,Benniganahalli,"Kasturinagara 1st A Main, Triangle",498,,,
,,,,,Park,,,,
964,East,Sarvagnanagar,29,Kacharakanahalli,"HRBR 3rd Block, 3rd Main, Kuvempu",1193,,,
,,,,,Children s Park,,,,
965,East,Sarvagnanagar,29,Kacharakanahalli,Kalyananagara HRBR 3rd Stage,733,,,
,,,,,(Side of Petrol Bunk Park),,,,
966,East,Pulikeshinagar,31,Kushalnagar,"Anwer Layout, HBR Layout Park",815,,,
967,East,Pulikeshinagar,32,Kavalbyrasandra,BSNL offices Road Part 9(Foot ball,3800,,,
,,,,,Ground) Park,,,,
968,East,Sarvagnanagar,59,Maruthiseva Nagar,"Byyappanahalli Main, Nagayanapalya",1271,,,
,,,,,Parkl,,,,
969,East,Pulikeshinagar,32,Kavalbyrasandra,BSNL office part-1 Park,0,,,
970,East,C.V.Raman Nagar,80,Hoysalanagar,"Indiranagara 2nd Stage, 17th B Cross",4080,,,
,,,,,Childrens Park,,,,
971,East,C.V.Raman Nagar,80,Hoysalanagar,Hoysalanagara Contact Point &,5512,,,
,,,,,Indiranagar 17th F Cross Park,,,,
972,East,C.V.Raman Nagar,80,Hoysalanagar,"Indiranagara 2nd Stage, 13th Cross",6649,,,
,,,,,Park,,,,
973,East,C.V.Raman Nagar,80,Hoysalanagar,"Indiranagara 2nd Stage, 12th Cross",5512,,,
,,,,,Park,,,,
974,East,C.V.Raman Nagar,80,Hoysalanagar,Murpy Town Near BBMP Samudaya,1386,,,
,,,,,Bhavanan,,,,
975,East,Hebbal,19,Sanjaynagar,"Postle Colony, 4th main Road",629,,,
976,East,Shivajinagar,93,Vasanthnagar,"10th Cross , 1st Main Road,",576,,,
,,,,,VasanathaNagar,,,,
977,East,C.V.Raman Nagar,80,Hoysalanagar,"Indiranagara 1st Stage, 14th Cross,",2120,,,
,,,,,Near Jain College,,,,
978,East,Hebbal,19,Sanjaynagar,UAS Maion Road Part-1 (2nd Main,1338,,,
,,,,,Road),,,,
979,East,C.V.Raman Nagar,58,Hosathippasandra,Major Silvay Star Rajeshrathnam,2153,,,
,,,,,Park,,,,
980,East,Sarvagnanagar,27,Banasawadi,"Banaswadi Main Road, MLA Office",1676,,,
,,,,,Compound Park,,,,
981,East,Sarvagnanagar,27,Banasawadi,"Kalyananagara 1st Block, 8th Main,",14285,,,
,,,,,"Bande park, Harijana Smashana",,,,
982,East,Sarvagnanagar,59,Maruthiseva Nagar,Vivekananda Nagara 2nd Cross Park,342,,,
983,East,Sarvagnanagar,59,Maruthiseva Nagar,BBMP Park Cookes Town,2808,,,
984,East,Hebbal,34,Gangenahalli,Venkateswara temple Pak,4200,,,
985,East,Sarvagnanagar,59,Maruthiseva Nagar,MEG Officers Colony,1645,,,
986,East,Pulikeshinagar,32,Kavalbyrasandra,BSNL offices Road Part 9(Foot ball,1900,,,
,,,,,Ground) Park,,,,
987,East,Shanthinagar,112,Dommalur,"Dommalur 2nd Stage, 2nd B Cross,",3820,,,
,,,,,"2nd Main, Clubhouse Park",,,,
988,East,Shanthinagar,112,Dommalur,Dommalur BDA Shopping Complex,2957,,,
,,,,,"opposit, 8th main",,,,
989,East,Shanthinagar,112,Dommalur,"Dommalur Layout, 1st C Main,",727,,,
990,East,Shanthinagar,112,Dommalur,HAL Airport Road Flyover below,12005,,,
,,,,,BBMP mini Forest,,,,
991,East,Shanthinagar,112,Dommalur,HAL Main Road Play Ground,665,,,
,,,,,Childrens Park 1,,,,
992,East,Shanthinagar,112,Dommalur,HAL Main Road Dommalur Park 2,500,,,
993,East,Shanthinagar,112,Dommalur,HAL Airport Road part 3,685,,,
994,East,Shanthinagar,112,Dommalur,"HAL Airport Road, Dommalur part 4",1150,,,
995,East,Shanthinagar,114,Agaram,Austintown 6th Sector park,2964,,,
996,East,Shanthinagar,111,Shanthala Nagar,Victoria Layout Park,1583,,,
997,East,Shanthinagar,111,Shanthala Nagar,Bettappa Park,5566,,,
998,East,Shanthinagar,111,Shanthala Nagar,AngloIndian Park,1632,,,
999,East,C.V.Raman Nagar,88,Jeevanbhimanagar,"Indiranagara HAL 2nd Stage,",3422,,,
,,,,,"Kodihalli, 16E & 16F Main Rd Middle",,,,
,,,,,park,,,,
1000,East,C.V.Raman Nagar,88,Jeevanbhimanagar,HAL 2nd Stage 15th Main Near ISRO,404,,,
,,,,,Compound,,,,
1001,East,C.V.Raman Nagar,88,Jeevanbhimanagar,Radhakrishnan Park NAL beside,2010,,,
1002,East,C.V.Raman Nagar,88,Jeevanbhimanagar,"Dommalur Flyover Under, Mini Forest",1840,,,
1003,East,C.V.Raman Nagar,88,Jeevanbhimanagar,Dommlur Airport Flyover below park,2590,,,
1004,East,C.V.Raman Nagar,58,Hosathippasandra,"Jeevanbhimanagar main Road, Opp",1440,,,
,,,,,Water tank below High tension wire,,,,
1005,East,Sarvagnanagar,59,Maruthiseva Nagar,High Street Park Cooks Town,0,,,
1006,East,Sarvagnanagar,59,Maruthiseva Nagar,High Street Park Cooks Town,0,,,
1007,East,Sarvagnanagar,59,Maruthiseva Nagar,High Street Childrens Park,0,,,
1008,East,Shivajinagar,90,Ulsoor,Richards Town Park,0,,,
1009,East,C.V.Raman Nagar,80,Hoysalanagar,HAL 2nd Stage BM Sri Circle Park,0,,,
1010,East,C.V.Raman Nagar,80,Hoysalanagar,BM Kaval Park,0,,,
1011,East,C.V.Raman Nagar,80,Hoysalanagar,"HAL 2nd Stage 10 th & 11 th Main,",0,,,
,,,,,Indiranagara Park,,,,
1012,East,C.V.Raman Nagar,80,Hoysalanagar,Defence Colony 3&4th Main Middle,0,,,
,,,,,Childrens Park,,,,
1013,East,C.V.Raman Nagar,80,Hoysalanagar,Defence Colony 3&4th Main Middle,0,,,
,,,,,Childrens Park,,,,
1014,East,Shivajinagar,90,Ulsoor,"Halasur Lake Near, Thiruvaluvar",0,,,
,,,,,Statue Park,,,,
1015,East,Shanthinagar,111,Shanthala Nagar,"MG Road & Residencey Road,",0,,,
,,,,,Hudson Park,,,,
1016,East,Shanthinagar,111,Shanthala Nagar,Rest House Road Park,0,,,
1017,East,Shanthinagar,111,Shanthala Nagar,Mahatma Gandi Park Part-1,0,,,
1018,East,Shanthinagar,111,Shanthala Nagar,Mahatma Gandi Park Part-2,0,,,
1019,East,Shanthinagar,111,Shanthala Nagar,"St.. Marks Road, Near Bouring",0,,,
,,,,,"Institure, Childrens Park",,,,
1020,East,Shanthinagar,111,Shanthala Nagar,"War Memorial Park, Brigade Road",0,,,
,,,,,Junction,,,,
1021,East,Shanthinagar,111,Shanthala Nagar,"kingsten Road, Richmond Park",0,,,
1022,East,Shanthinagar,111,Shanthala Nagar,"Langford Road, Shanthalanagara",0,,,
,,,,,Circle Park,,,,
1023,East,Shanthinagar,112,Dommalur,"Dommalur BDA Lyt, Suvarna",0,,,
,,,,,Mohatsava Park,,,,
1024,East,Shanthinagar,112,Dommalur,"Amarjyothi Lyt, West Wing 4th & 5th",0,,,
,,,,,Main Rd Park,,,,
1025,East,Shanthinagar,115,Vannarpet,Vivekanagara Ejipura Main Road,0,,,
,,,,,Park Opp. Ravi Theator,,,,
1026,East,Hebbal,19,Sanjaynagar,Vimanavana AECS Lyt Park,0,,,
1027,East,Hebbal,18,Radhakrishna,"AECS Lyt, 4th Main, HT Line Part 1",0,,,
,,,,Temple Ward,,,,,
1028,East,Hebbal,18,Radhakrishna,"AECS Lyt, 4th Main, HT Line Part 1",0,,,
,,,,Temple Ward,,,,,
1029,East,Hebbal,18,Radhakrishna,"AECS Lyt,4 th MainH Line Part 2",0,,,
,,,,Temple Ward,,,,,
1030,East,Hebbal,18,Radhakrishna,Sanjaynagara Main Jyothivana Park,0,,,
,,,,Temple Ward,,,,,
1031,East,Shanthinagar,112,Dommalur,"Dommalur 2nd Stage 1st Main,",915,,,
,,,,,Service Road Center Buleward Part-1,,,,
1032,East,Shanthinagar,112,Dommalur,HAL 2nd Stage 13th Main 1st Cross,603,,,
,,,,,RWA Park,,,,
1033,East,Shanthinagar,112,Dommalur,Indiranagar 60 Ft Road Side Part 3,602,,,
1034,East,Shanthinagar,112,Dommalur,Indiranagar 60 Ft Road Side Part-2,429,,,
1035,East,Shanthinagar,112,Dommalur,Indiranagar 60 Ft Road Near Sri,687,,,
,,,,,Rama Temple,,,,
1036,East,Shanthinagar,112,Dommalur,ESI Hospital Back Side Dr Ambedkar,7313,,,
,,,,,Park,,,,
1037,East,Shanthinagar,112,Dommalur,Dommalur 2nd Stage 12th A & 13th,5865,,,
,,,,,Main Park,,,,
1038,East,Shanthinagar,112,Dommalur,"Cambridge Layout 1st A Cross,",980,,,
1039,East,Shanthinagar,114,Agaram,Austin Town 5th Square Park & play,2935,,,
,,,,,Ground,,,,
1040,East,Shanthinagar,114,Agaram,Austin Town 4th Square Park,2058,,,
1041,East,Shanthinagar,115,Vannarpet,Vannarpete 1st Main Road Park,182,,,
1042,East,Shanthinagar,115,Vannarpet,Vannarpete 3rd Main Park,772,,,
1043,East,Shanthinagar,115,Vannarpet,"Vannarpete 3rd Cross, 4th Main",710,,,
,,,,,Viveknagar Further Extn,,,,
1044,East,Shanthinagar,115,Vannarpet,Austintown BDA Complex Road,7265,,,
,,,,,(Jasmadevi Kalyana Bhavan),,,,
1045,East,Shanthinagar,115,Vannarpet,A Block BDA Layout Neelasandra,1600,,,
,,,,,Park Part-2,,,,
1046,East,Shanthinagar,115,Vannarpet,Neelasandra BDA Layout B Block,1446,,,
,,,,,Quatres Center Park,,,,
1047,East,Shanthinagar,115,Vannarpet,Neelasandra BDA Layout B Block,812,,,
,,,,,Quaters Center Park Childrens Park,,,,
1048,East,Shanthinagar,115,Vannarpet,A Block BDA Layout Neelasandra,1500,,,
,,,,,Park Part - 1,,,,
1049,East,Shanthinagar,115,Vannarpet,Neelasandra 4th Cross BDA Layout,598,,,
,,,,,Park,,,,
1050,East,Shanthinagar,115,Vannarpet,"8th & 9th Cross 3rd Main Road, Near",710,,,
,,,,,BMTC Bus Stand Park,,,,
1051,East,Shanthinagar,115,Vannarpet,Neelasandra BDA Quaters Inside,2883,,,
,,,,,Park,,,,
1052,East,Shanthinagar,115,Vannarpet,Vellerymman Temple Road Park,244,,,
1053,East,C.V.Raman Nagar,88,Jeevanbhimanagar,"Kodihalli Layout 6th main,",2300,,,
,,,,,Leelapalace park,,,,
1054,East,C.V.Raman Nagar,88,Jeevanbhimanagar,"Sri jagajyothi Basaveshwara Park,",3342,,,
,,,,,Near Water Tank,,,,
1055,East,Sarvagnanagar,30,Kadugondanahalli,"HBR Layout, HBR Road Park",0,,,
1056,East,C.V.Raman Nagar,88,Jeevanbhimanagar,HAL 2nd Stage 12th A Main Park,408,,,
1057,East,C.V.Raman Nagar,88,Jeevanbhimanagar,HAL 2nd Stage 12 A Main 8th Cross,306,,,
,,,,,Park,,,,
1058,East,C.V.Raman Nagar,88,Jeevanbhimanagar,HAL 2nd Stage 12 A Main 8th Cross,435,,,
,,,,,Park & Childrens Play Ground,,,,
1059,East,Shanthinagar,89,Jogupalya,Cambridge Road Udani Layout,532,,,
,,,,,Traingular Park,,,,
1060,East,Shanthinagar,89,Jogupalya,"Cambridge Road, 1st Cross",3420,,,
,,,,,Gundappa Park,,,,
1061,East,Shanthinagar,89,Jogupalya,Ulsoor Referral Hospital Compound,1500,,,
,,,,,Park,,,,
1062,East,Shanthinagar,114,Agaram,Goutampura Play Ground & childrens,980,,,
,,,,,Park,,,,
1063,East,Shanthinagar,114,Agaram,Artilary Road Cambridge Road,370,,,
,,,,,Joining Circle Park,,,,
1064,East,Pulikeshinagar,32,Kavalbyrasandra,P&T Quaters BSNL office Part-2,0,,,
1065,East,Shanthinagar,112,Dommalur,T Pudi Park Dommalur,1865,,,
1066,East,Shanthinagar,112,Dommalur,Dommalur Amarajyothi Lyt IBM Road,3150,,,
,,,,,Park,,,,
1067,East,Shanthinagar,112,Dommalur,Dommalur BDA Complex Park (Sri,3460,,,
,,,,,Ragavendraswamy Temple Near),,,,
1068,East,Shanthinagar,112,Dommalur,Dommalur Kalkibagavan Temple,3390,,,
,,,,,Near,,,,
1069,East,Shanthinagar,112,Dommalur,"Cambridge Lyt, Someshwarapura 3rd",444,,,
,,,,,"Main, 4th Cross, Childrens Park",,,,
1070,East,Shanthinagar,115,Vannarpet,Viveknagar 2nd & 3Rd Main BBMP,2197,,,
,,,,,Hospital Behind Park,,,,
1071,East,Shanthinagar,115,Vannarpet,Viveknagar 5th Main Road Park,1096,,,
1072,East,Shanthinagar,117,Shanthinagar,"Bekal Layout, Barly Street Park",410,,,
1073,East,Shanthinagar,117,Shanthinagar,Shanthinagara BBMP Dispensary,1130,,,
,,,,,Compound Park,,,,
1074,East,Shanthinagar,117,Shanthinagar,Vinayakanagara 1st A Cross,1550,,,
,,,,,Childrens Playground & Park,,,,
1075,East,C.V.Raman Nagar,113,Konena Agrahara,"HAL Airport Main, Murugeshpalya",368,,,
,,,,,Bus Stop Near,,,,
1076,East,C.V.Raman Nagar,113,Konena Agrahara,HAL 3rd Stage 4th A & 4th B Main,1317,,,
,,,,,BDA Lyt Big,,,,
1077,East,Shanthinagar,112,Dommalur,Indiranagar 60 Ft Road Side Part-1,571,,,
1078,East,Shanthinagar,111,Shanthala Nagar,Mayohal Compound inside 3 parks,0,,,
1079,East,C.V.Raman Nagar,113,Konena Agrahara,HAL3rd Stage BDA Lyt Small Park,751,,,
1080,East,Shanthinagar,115,Vannarpet,"Neelasandra 6th Main, BDA Lyt,",598,,,
,,,,,Childrens Park,,,,
1081,East,Sarvagnanagar,59,Maruthiseva Nagar,MEG JCO Colony Park,723,,,
1082,East,Shivajinagar,63,Jayamahal,Taskar Town Park,1937,,,
1083,East,Sarvagnanagar,29,Kacharakanahalli,???????? ????? ????????,,0,,
1084,East,Sarvagnanagar,49,Lingarajapura,"Lingarajpuram Choweshwari Park,",,482,,
,,,,,Temple Near,,,,
1085,East,C.V.Raman Nagar,80,Hoysalanagar,"Defence Colony Park 3, 5th & 6th",,965,,
,,,,,Main Road,,,,
1086,East,Sarvagnanagar,49,Lingarajapura,Lingarajpuram Tank near Park,,2982,,
1087,East,C.V.Raman Nagar,80,Hoysalanagar,Jayarajanagara A Cross park,,999,,
1088,East,C.V.Raman Nagar,80,Hoysalanagar,"Murpy Town 2nd A Cross, Housing",,326,,
,,,,,Board Equates Near,,,,
1089,East,C.V.Raman Nagar,80,Hoysalanagar,Murpy Town Park,,1297,,
1090,East,Pulikeshinagar,32,Kavalbyrasandra,K H B Quarters Park,,2200,,
1091,East,C.V.Raman Nagar,80,Hoysalanagar,Indiranagar 1st Stage Double Road,,5352,,
,,,,,Park,,,,
1092,East,Shivajinagar,92,Shivajinagar,Neharu Puram Coks,A Road bbmp,249,,
,,,,,Park,,,,
1093,East,C.V.Raman Nagar,80,Hoysalanagar,Defence Colony 2nd & 3rd Main Park,,12071,,
1094,East,Shivajinagar,63,Jayamahal,Balappagarden Park,,681,,
1095,East,Pulikeshinagar,78,Pulikeshinagar,Elephant Park,,132,,
1096,East,Pulikeshinagar,78,Pulikeshinagar,Paranjyothi Park,,130,,
1097,East,Pulikeshinagar,78,Pulikeshinagar,Coles Park (Fredam fighter Park,,32670,,
1098,East,Pulikeshinagar,78,Pulikeshinagar,"M M Road, Park",,3167,,
1099,East,Pulikeshinagar,78,Pulikeshinagar,Assayya Road Park,,1395,,
1100,East,Pulikeshinagar,78,Pulikeshinagar,"Dr Ambedkar Park, Nethaji Road,",,1181,,
1101,East,Shivajinagar,110,Sampangiramnagar,"Bannappa Park, K.G.Road",,3900,,
1102,East,Shivajinagar,110,Sampangiramnagar,Bannappa Park Kempegowda Road,,2013,,
1103,East,Shivajinagar,93,Vasanthnagar,"Kumara Park West, Serpantain Road",,4913,,
,,,,,Childrena Park,,,,
1104,East,Shivajinagar,93,Vasanthnagar,"Kumara park East, Harikrishna Road",,3216,,
,,,,,Park,,,,
1105,East,Hebbal,20,Ganganagar,Veternaray College Compound Park,,3850,,
,,,,,Part-1\,,,,
1106,East,Hebbal,20,Ganganagar,Aluminum Association Opp Park,,5000,,
1107,East,Hebbal,20,Ganganagar,Veternary College Compound Park,,3712,,
,,,,,Part 2,,,,
1108,East,Shivajinagar,110,Sampangiramnagar,S R Nagara Lake Park (kasturi Ba,,9350,,
,,,,,Road & R.R.M.Roy Road,,,,
1109,East,Shivajinagar,110,Sampangiramnagar,S R Nagara (BBMP Head Office Out,,1355,,
,,,,,Side Park),,,,
1110,East,Shivajinagar,110,Sampangiramnagar,"S R Nagara,BBMP Head Office",,7262,,
,,,,,Kempegowa Swimming Pool,,,,
1111,East,Shivajinagar,110,Sampangiramnagar,BBMP Head Office Inside Park,,1465,,
1112,East,Pulikeshinagar,32,Kavalbyrasandra,"Near Sultanpalya Bus Stop, Lal",,1849,,
,,,,,Bahadur Shastri Park,,,,
1113,East,Hebbal,19,Sanjaynagar,"Central Exice Layout, 3rd Main,",3819,,,
,,,,,Sanjaynagar,,,,
1114,East,Sarvagnanagar,29,Kacharakanahalli,"Kammanahalli Main, Kempegowda",640,,,
,,,,,Buleward park,,,,
1115,East,Sarvagnanagar,29,Kacharakanahalli,"Sair Palya Aravinda Nagara, Oil Mill",2521,,,
,,,,,Road Park,,,,
1116,East,Sarvagnanagar,24,HBR Layout,"HBR Lyt, 1St Stage, 4th Block, Ring",6174,,,
,,,,,Road Park,,,,
1117,East,Sarvagnanagar,24,HBR Layout,"HBR Lyt, 1st Stage, 4th Block, 7th",1440,,,
,,,,,Main Park,,,,
1118,East,Sarvagnanagar,27,Banasawadi,Ramaswamy Palya Park Part 1 & 2,2664,,,
1119,East,Sarvagnanagar,27,Banasawadi,"Mini Foret, 9th G Main Road,",2486,,,
,,,,,kalyananagara 1St Block Park,,,,
1120,East,C.V.Raman Nagar,80,Hoysalanagar,"Indiranangara 1st Stage, Krishna",276,,,
,,,,,Temple park,,,,
1121,East,C.V.Raman Nagar,79,Sarvagnanagar,"M M Road, Hospital Inside Park",350,,,
1122,East,Hebbal,34,Gangenahalli,"Shanthidama Park, 80 Ft Road, Rt",830,,,
,,,,,Nagar,,,,
1123,East,Hebbal,21,Hebbal,Capt. Kivn Kumar Park,936,,,
1124,East,Pulikeshinagar,32,Kavalbyrasandra,"L R Bande, Shampura BBMP Park",1518,,,
,,,,,Part 1,,,,
1125,East,Shivajinagar,91,Bharathinagar,Thimmaiah Road Memorial Street,632,,,
,,,,,Park,,,,
1126,East,C.V.Raman Nagar,79,Sarvagnanagar,"M M Road, Pulikeshinagara Police",1661,,,
,,,,,Station Opposit Park,,,,
1127,East,C.V.Raman Nagar,79,Sarvagnanagar,Asai Road Park,483,,,
1128,East,Hebbal,21,Hebbal,"5th cross, near dry waste centre SBM",900,,,
,,,,,Colony,Anand nagar Prak,,,
1129,East,C.V.Raman Nagar,79,Sarvagnanagar,Kallahalli Crematorium inside Neelam,698,,,
,,,,,Sanjeevareddy,Park,,,
1130,East,C.V.Raman Nagar,79,Sarvagnanagar,"Kallahalli Main Road, Kensington",520,,,
,,,,,Park,,,,
1131,East,C.V.Raman Nagar,79,Sarvagnanagar,Kallahalli Main Road Park,450,,,
1132,East,Sarvagnanagar,24,HBR Layout,"HBR Lyt, 1st Stage, 3rd Block,",2958,,,
,,,,,Ganesha Temple Road,,,,
1133,East,Hebbal,18,Radhakrishna,AGS badavane Park-2,795,,,
,,,,Temple Ward,,,,,
1134,East,Sarvagnanagar,24,HBR Layout,"HBR Lyt,1st Stage, 3rd Block, Part-1",593,,,
1135,East,Sarvagnanagar,24,HBR Layout,"HBR Lyt,1st Stage 3rd Block Part-2",1083,,,
1136,East,Hebbal,21,Hebbal,V V Nagara HMT Layout,2477,,,
,,,,,Vishveshwaraiah Park,,,,
1137,East,Hebbal,19,Sanjaynagar,RMV 2nd stage 6th &7th cross Park,263,,,
1138,East,Hebbal,19,Sanjaynagar,RMV 2nd Stage C E Layout 3rd main,711,,,
,,,,,Childran Park,,,,
1139,East,Hebbal,20,Ganganagar,Sri Siddivinayaka Badavane Park,1960,,,
1140,East,Hebbal,19,Sanjaynagar,RMV 2nd Stage Park,105,,,
1141,East,Hebbal,19,Sanjaynagar,UV S Badavane Part -3,501,,,
1142,East,Hebbal,19,Sanjaynagar,UAS Badavane Part-2,630,,,
1143,East,C.V.Raman Nagar,50,Benniganahalli,OMBR Green view park,,3234,,
1144,East,Shivajinagar,92,Shivajinagar,Neharu Puram Thimmaiah road,,188,,
,,,,,Cross 7th cross Park,,,,
1145,East,Shivajinagar,93,Vasanthnagar,1st main road Vasantha nagara,,358,,
1146,East,Pulikeshinagar,60,Sagayapuram,"Dr Ambedkar Park, Hale Bagalur Lyt,",,2171,,
,,,,,Marimuttu Park,,,,
1147,East,Pulikeshinagar,60,Sagayapuram,Hals Road Park,,190,,
1148,East,Pulikeshinagar,32,Kavalbyrasandra,Near Ward 32 Office Kavalbyrasandra,,1518,,
1149,East,Sarvagnanagar,30,Kadugondanahalli,"Pillannagarden 3rd Stage, Dr B",R,1781,,
,,,,,Ambedkar Park,,,,
1150,East,Pulikeshinagar,32,Kavalbyrasandra,Postal &teligram Badavane BSNL,,2300,,
,,,,,Office road Part -1 SulthanPalya,,,,
1151,East,Sarvagnanagar,30,Kadugondanahalli,Pillannagarden 10 th Main 2nd Stage,,983,,
1152,East,Pulikeshinagar,32,Kavalbyrasandra,Postal&teligram Badavane BSNL,,3200,,
,,,,,Office road Part-2 SulthanPalya,,,,
1153,East,Pulikeshinagar,61,S.K. Garden,William Stwn Bore Bank Road Park,,1477,,
1154,East,Pulikeshinagar,61,S.K. Garden,1st Main Williams Town Park,,1952,,
1155,East,Hebbal,34,Gangenahalli,DGQA Gunithavihara,,4100,,
1156,East,Pulikeshinagar,61,S.K. Garden,Williams Town 6th & 7th Cross Park,,2223,,
1157,East,Pulikeshinagar,61,S.K. Garden,"ITI Layout, 18th Cross Park",,898,,
1158,East,Hebbal,18,Radhakrishna,NTI Badavane RSLP Park,,729,,
,,,,Temple Ward,,,,,
1159,East,Pulikeshinagar,61,S.K. Garden,Byadarahalli Willems Stown Park,,88,,
1160,East,Pulikeshinagar,47,Devarajeevanahalli,"Doddanna Nagara 3rd Main, Dr",,876,,
,,,,,Ambedkar Park,,,,
1161,East,Hebbal,20,Ganganagar,Veternary Hospital Opp Park,,5170,,
